500 249500
39 357 549
356 191 486
191 356 486
232 454 267
454 232 267
181 438 814
438 181 814
127 193 216
193 127 216
344 431 37
431 344 37
16 470 511
470 16 511
486 117 4
117 486 4
179 256 106
256 179 106
327 459 788
459 327 788
263 168 327
168 263 327
164 24 870
24 164 870
150 108 676
108 150 676
269 290 114
290 269 114
84 269 808
269 84 808
152 113 739
113 152 739
41 481 561
481 41 561
404 468 530
468 404 530
408 499 287
499 408 287
366 178 246
178 366 246
154 293 414
293 154 414
334 457 790
457 334 790
56 108 899
108 56 899
233 229 541
229 233 541
347 165 310
165 347 310
7 317 275
317 7 275
98 358 109
358 98 109
11 262 77
262 11 77
42 22 928
22 42 928
181 240 606
240 181 606
427 247 752
247 427 752
193 433 209
433 193 209
335 489 169
489 335 169
86 74 899
74 86 899
127 274 564
274 127 564
289 281 734
281 289 734
417 232 92
232 417 92
26 243 207
243 26 207
455 285 81
285 455 81
383 466 822
466 383 822
341 245 569
245 341 569
93 290 354
290 93 354
155 478 343
478 155 343
324 64 270
64 324 270
75 44 544
44 75 544
140 333 677
333 140 677
374 250 409
250 374 409
318 128 653
128 318 653
377 83 938
83 377 938
459 318 257
318 459 257
133 160 854
160 133 854
54 105 497
105 54 497
408 260 975
260 408 975
103 437 539
437 103 539
373 12 83
12 373 83
269 152 269
152 269 269
447 378 371
378 447 371
356 49 500
49 356 500
9 426 83
426 9 83
300 237 402
237 300 402
409 370 414
370 409 414
263 424 519
424 263 519
112 184 632
184 112 632
87 288 569
288 87 569
127 13 581
13 127 581
62 283 586
283 62 586
331 230 316
230 331 316
55 438 865
438 55 865
55 448 144
448 55 144
138 100 881
100 138 881
392 9 252
9 392 252
306 124 528
124 306 528
178 237 65
237 178 65
162 324 205
324 162 205
231 303 218
303 231 218
164 218 353
218 164 353
102 49 583
49 102 583
271 456 374
456 271 374
136 11 322
11 136 322
280 2 774
2 280 774
14 394 635
394 14 635
118 53 759
53 118 759
498 231 348
231 498 348
63 245 25
245 63 25
268 476 680
476 268 680
339 492 398
492 339 398
192 447 800
447 192 800
128 218 256
218 128 256
2 206 268
206 2 268
176 339 622
339 176 622
450 353 16
353 450 16
85 323 921
323 85 921
196 321 504
321 196 504
45 385 749
385 45 749
422 5 577
5 422 577
102 344 570
344 102 570
353 37 369
37 353 369
153 165 939
165 153 939
261 167 145
167 261 145
29 343 484
343 29 484
3 145 189
145 3 189
20 230 512
230 20 512
441 278 686
278 441 686
446 175 423
175 446 423
195 97 928
97 195 928
125 52 125
52 125 125
195 405 14
405 195 14
416 410 531
410 416 531
355 171 50
171 355 50
0 53 245
53 0 245
337 56 890
56 337 890
378 76 972
76 378 972
243 370 250
370 243 250
429 168 426
168 429 426
204 215 875
215 204 875
484 340 927
340 484 927
109 387 684
387 109 684
123 303 946
303 123 946
6 10 618
10 6 618
56 363 671
363 56 671
301 200 727
200 301 727
191 430 156
430 191 156
15 173 878
173 15 878
266 454 398
454 266 398
44 158 113
158 44 113
419 143 306
143 419 306
199 104 193
104 199 193
235 80 849
80 235 849
182 86 859
86 182 859
300 143 74
143 300 74
323 444 274
444 323 274
402 488 57
488 402 57
410 3 582
3 410 582
140 121 537
121 140 537
47 4 789
4 47 789
42 310 988
310 42 988
147 355 575
355 147 575
227 56 109
56 227 109
313 268 261
268 313 261
456 342 84
342 456 84
253 469 339
469 253 339
93 26 749
26 93 749
448 108 390
108 448 390
422 497 780
497 422 780
439 45 284
45 439 284
228 87 446
87 228 446
68 234 154
234 68 154
144 313 710
313 144 710
253 127 478
127 253 478
15 435 321
435 15 321
451 40 790
40 451 790
290 133 668
133 290 668
392 434 776
434 392 776
134 356 774
356 134 774
414 295 171
295 414 171
51 24 258
24 51 258
349 444 345
444 349 345
3 88 10
88 3 10
214 194 637
194 214 637
44 61 925
61 44 925
217 12 317
12 217 317
7 155 303
155 7 303
27 47 737
47 27 737
156 33 93
33 156 93
282 299 240
299 282 240
453 350 616
350 453 616
63 200 561
200 63 561
260 203 1
203 260 1
271 269 695
269 271 695
260 314 256
314 260 256
37 31 121
31 37 121
355 391 276
391 355 276
158 418 175
418 158 175
247 426 208
426 247 208
192 208 507
208 192 507
432 161 710
161 432 710
401 77 262
77 401 262
462 337 965
337 462 965
463 460 587
460 463 587
11 221 901
221 11 901
119 258 284
258 119 284
240 465 175
465 240 175
368 123 946
123 368 946
43 370 372
370 43 372
103 414 933
414 103 933
463 347 446
347 463 446
25 248 523
248 25 523
287 62 213
62 287 213
252 377 173
377 252 173
191 388 394
388 191 394
92 8 505
8 92 505
229 100 470
100 229 470
404 469 946
469 404 946
202 364 668
364 202 668
427 320 83
320 427 83
212 283 430
283 212 430
158 308 30
308 158 30
182 447 444
447 182 444
395 51 321
51 395 321
68 243 62
243 68 62
315 335 570
335 315 570
320 64 670
64 320 670
290 321 991
321 290 991
236 375 356
375 236 356
405 154 676
154 405 676
488 366 811
366 488 811
270 25 471
25 270 471
152 59 918
59 152 918
448 454 469
454 448 469
269 374 712
374 269 712
331 189 900
189 331 900
253 361 316
361 253 316
276 4 489
4 276 489
267 92 717
92 267 717
475 497 371
497 475 371
151 337 90
337 151 90
314 459 967
459 314 967
285 463 526
463 285 526
55 411 332
411 55 332
25 33 558
33 25 558
89 216 600
216 89 600
489 470 961
470 489 961
158 98 465
98 158 465
147 365 58
365 147 58
216 341 407
341 216 407
440 344 597
344 440 597
30 159 408
159 30 408
349 296 872
296 349 872
375 352 135
352 375 135
59 229 168
229 59 168
117 318 385
318 117 385
217 160 707
160 217 707
31 318 157
318 31 157
348 317 22
317 348 22
258 34 715
34 258 715
166 474 912
474 166 912
115 356 423
356 115 423
23 205 719
205 23 719
395 432 423
432 395 423
383 491 652
491 383 652
51 108 471
108 51 471
288 178 131
178 288 131
347 209 301
209 347 301
4 57 470
57 4 470
379 316 4
316 379 4
446 334 330
334 446 330
358 449 186
449 358 186
133 472 243
472 133 243
353 220 675
220 353 675
276 103 166
103 276 166
281 6 627
6 281 627
252 147 657
147 252 657
235 494 866
494 235 866
388 351 775
351 388 775
358 230 443
230 358 443
363 28 629
28 363 629
45 239 930
239 45 930
84 372 755
372 84 755
327 77 975
77 327 975
3 354 430
354 3 430
21 487 936
487 21 936
148 239 935
239 148 935
157 326 430
326 157 430
23 214 281
214 23 281
151 72 863
72 151 863
446 287 891
287 446 891
428 185 982
185 428 982
358 269 855
269 358 855
113 96 932
96 113 932
440 451 638
451 440 638
222 473 625
473 222 625
11 473 716
473 11 716
446 131 42
131 446 42
376 6 608
6 376 608
33 224 956
224 33 956
320 468 736
468 320 736
5 450 94
450 5 94
274 305 560
305 274 560
223 90 0
90 223 0
174 228 223
228 174 223
499 354 734
354 499 734
473 422 180
422 473 180
456 465 409
465 456 409
462 73 270
73 462 270
472 106 995
106 472 995
280 279 315
279 280 315
16 136 617
136 16 617
462 263 775
263 462 775
22 338 865
338 22 865
23 12 945
12 23 945
98 12 651
12 98 651
184 337 74
337 184 74
364 293 539
293 364 539
125 107 964
107 125 964
396 431 923
431 396 923
243 211 54
211 243 54
58 79 42
79 58 42
27 394 805
394 27 805
302 416 495
416 302 495
167 291 8
291 167 8
113 389 372
389 113 372
264 73 561
73 264 561
338 290 206
290 338 206
229 415 813
415 229 813
194 163 245
163 194 245
469 258 808
258 469 808
23 168 240
168 23 240
65 196 634
196 65 634
223 498 902
498 223 902
218 166 694
166 218 694
78 131 935
131 78 935
302 247 361
247 302 361
215 86 503
86 215 503
421 167 770
167 421 770
235 361 434
361 235 434
332 182 192
182 332 192
492 57 361
57 492 361
84 123 909
123 84 909
218 198 907
198 218 907
121 268 925
268 121 925
167 199 556
199 167 556
454 1 804
1 454 804
315 69 742
69 315 742
318 490 909
490 318 909
441 77 623
77 441 623
375 261 157
261 375 157
419 254 215
254 419 215
132 338 190
338 132 190
41 409 888
409 41 888
301 382 508
382 301 508
226 401 707
401 226 707
135 355 561
355 135 561
291 23 630
23 291 630
33 341 472
341 33 472
294 134 550
134 294 550
269 9 811
9 269 811
427 281 417
281 427 417
494 265 608
265 494 608
184 159 369
159 184 369
424 460 251
460 424 251
432 186 652
186 432 652
140 173 859
173 140 859
201 464 882
464 201 882
183 349 576
349 183 576
155 144 710
144 155 710
57 265 72
265 57 72
369 44 853
44 369 853
138 38 470
38 138 470
98 74 129
74 98 129
467 498 441
498 467 441
70 431 980
431 70 980
74 71 653
71 74 653
434 124 618
124 434 618
316 159 967
159 316 967
392 314 963
314 392 963
455 372 581
372 455 581
27 93 977
93 27 977
232 83 16
83 232 16
202 182 942
182 202 942
184 149 941
149 184 941
125 220 872
220 125 872
105 294 795
294 105 795
259 80 271
80 259 271
377 397 930
397 377 930
196 141 596
141 196 596
160 448 820
448 160 820
93 475 765
475 93 765
70 207 849
207 70 849
438 262 31
262 438 31
381 446 32
446 381 32
322 71 104
71 322 104
46 177 899
177 46 899
193 436 331
436 193 331
464 165 228
165 464 228
246 361 222
361 246 222
194 373 670
373 194 670
15 318 998
318 15 998
280 389 705
389 280 705
481 327 319
327 481 319
364 60 265
60 364 265
397 382 337
382 397 337
1 280 866
280 1 866
252 473 802
473 252 802
84 289 819
289 84 819
164 35 532
35 164 532
238 230 258
230 238 258
409 97 576
97 409 576
407 377 465
377 407 465
464 359 645
359 464 645
284 75 705
75 284 705
401 472 940
472 401 940
238 326 220
326 238 220
456 78 46
78 456 46
258 14 335
14 258 335
429 31 371
31 429 371
462 269 453
269 462 453
220 178 50
178 220 50
148 437 279
437 148 279
466 254 990
254 466 990
111 390 566
390 111 566
168 291 38
291 168 38
108 382 216
382 108 216
181 338 295
338 181 295
227 449 661
449 227 661
414 378 192
378 414 192
285 192 462
192 285 462
90 264 492
264 90 492
140 413 282
413 140 282
420 379 888
379 420 888
410 342 630
342 410 630
328 10 421
10 328 421
367 471 655
471 367 655
83 4 846
4 83 846
230 231 147
231 230 147
244 497 377
497 244 377
436 135 70
135 436 70
250 225 186
225 250 186
95 366 599
366 95 599
377 138 830
138 377 830
117 400 172
400 117 172
247 229 683
229 247 683
6 28 531
28 6 531
10 374 614
374 10 614
93 21 358
21 93 358
90 398 646
398 90 646
225 320 749
320 225 749
451 7 344
7 451 344
169 458 573
458 169 573
307 289 690
289 307 690
59 313 789
313 59 789
288 348 309
348 288 309
236 354 837
354 236 837
120 364 563
364 120 563
86 457 436
457 86 436
444 400 687
400 444 687
442 125 359
125 442 359
191 428 866
428 191 866
35 97 677
97 35 677
460 256 318
256 460 318
150 168 131
168 150 131
439 456 980
456 439 980
101 45 186
45 101 186
290 17 51
17 290 51
206 103 360
103 206 360
142 399 612
399 142 612
329 341 90
341 329 90
189 385 18
385 189 18
407 272 968
272 407 968
436 233 76
233 436 76
254 383 744
383 254 744
238 175 553
175 238 553
450 404 918
404 450 918
467 307 624
307 467 624
70 20 119
20 70 119
469 484 300
484 469 300
162 74 489
74 162 489
47 445 249
445 47 249
320 413 685
413 320 685
53 341 792
341 53 792
288 438 30
438 288 30
315 491 600
491 315 600
295 441 356
441 295 356
214 260 516
260 214 516
190 330 36
330 190 36
161 151 872
151 161 872
462 313 447
313 462 447
303 361 392
361 303 392
52 181 657
181 52 657
90 86 998
86 90 998
234 226 436
226 234 436
264 42 779
42 264 779
364 337 72
337 364 72
220 403 832
403 220 832
236 446 14
446 236 14
124 107 665
107 124 665
497 421 979
421 497 979
296 225 340
225 296 340
188 129 373
129 188 373
345 71 811
71 345 811
195 305 537
305 195 537
132 69 431
69 132 431
263 433 621
433 263 621
336 6 376
6 336 376
20 242 674
242 20 674
35 219 282
219 35 282
200 216 555
216 200 555
179 12 280
12 179 280
371 52 410
52 371 410
96 249 981
249 96 981
407 444 787
444 407 787
297 428 208
428 297 208
80 192 494
192 80 494
53 380 0
380 53 0
430 252 594
252 430 594
104 287 313
287 104 313
238 340 381
340 238 381
294 19 245
19 294 245
426 243 649
243 426 649
336 191 898
191 336 898
170 99 343
99 170 343
309 248 123
248 309 123
17 328 667
328 17 667
363 382 399
382 363 399
363 164 152
164 363 152
310 120 939
120 310 939
475 359 779
359 475 779
357 5 651
5 357 651
454 431 246
431 454 246
104 120 937
120 104 937
2 142 536
142 2 536
197 451 636
451 197 636
317 340 184
340 317 184
51 240 899
240 51 899
215 392 209
392 215 209
335 183 185
183 335 185
46 315 894
315 46 894
403 466 848
466 403 848
335 212 804
212 335 804
307 149 307
149 307 307
449 38 856
38 449 856
252 26 529
26 252 529
222 460 894
460 222 894
314 360 961
360 314 961
206 421 149
421 206 149
241 458 47
458 241 47
56 352 451
352 56 451
22 53 138
53 22 138
86 357 945
357 86 945
88 16 746
16 88 746
126 225 498
225 126 498
4 254 422
254 4 422
348 328 883
328 348 883
94 142 595
142 94 595
16 409 942
409 16 942
475 456 998
456 475 998
179 407 373
407 179 373
232 45 311
45 232 311
90 342 399
342 90 399
458 88 877
88 458 877
183 438 382
438 183 382
290 361 582
361 290 582
118 96 676
96 118 676
261 43 436
43 261 436
461 59 345
59 461 345
255 386 302
386 255 302
61 479 150
479 61 150
459 142 740
142 459 740
301 42 51
42 301 51
242 419 234
419 242 234
180 153 524
153 180 524
393 235 143
235 393 143
489 264 756
264 489 756
32 200 217
200 32 217
444 46 325
46 444 325
182 200 431
200 182 431
100 261 262
261 100 262
251 220 404
220 251 404
343 374 946
374 343 946
394 468 718
468 394 718
129 148 223
148 129 223
153 42 959
42 153 959
296 383 75
383 296 75
404 268 275
268 404 275
122 212 821
212 122 821
299 394 21
394 299 21
230 347 635
347 230 635
492 98 207
98 492 207
248 441 581
441 248 581
47 336 49
336 47 49
265 465 50
465 265 50
340 470 92
470 340 92
151 119 975
119 151 975
226 23 743
23 226 743
2 497 307
497 2 307
175 296 554
296 175 554
49 26 401
26 49 401
184 370 999
370 184 999
243 119 792
119 243 792
325 166 128
166 325 128
226 283 945
283 226 945
128 123 416
123 128 416
220 127 387
127 220 387
48 353 910
353 48 910
143 207 908
207 143 908
303 383 56
383 303 56
83 110 820
110 83 820
305 461 63
461 305 63
424 253 888
253 424 888
442 234 467
234 442 467
225 179 95
179 225 95
201 447 168
447 201 168
180 334 568
334 180 568
33 97 711
97 33 711
241 357 866
357 241 866
476 413 223
413 476 223
112 496 685
496 112 685
432 154 146
154 432 146
495 430 400
430 495 400
236 373 134
373 236 134
203 450 165
450 203 165
150 3 965
3 150 965
170 183 151
183 170 151
238 69 248
69 238 248
302 162 605
162 302 605
20 138 19
138 20 19
96 250 867
250 96 867
281 182 21
182 281 21
428 177 952
177 428 952
180 265 677
265 180 677
166 320 127
320 166 127
331 471 483
471 331 483
296 493 666
493 296 666
300 84 235
84 300 235
48 238 897
238 48 897
6 258 387
258 6 387
25 354 489
354 25 489
244 488 23
488 244 23
118 416 53
416 118 53
422 448 818
448 422 818
99 114 139
114 99 139
78 297 462
297 78 462
413 446 955
446 413 955
80 246 891
246 80 891
167 294 629
294 167 629
417 300 740
300 417 740
304 177 446
177 304 446
146 274 434
274 146 434
169 392 202
392 169 202
222 166 150
166 222 150
393 117 764
117 393 764
32 195 914
195 32 914
494 109 860
109 494 860
301 41 106
41 301 106
193 60 252
60 193 252
174 477 905
477 174 905
266 134 434
134 266 434
213 280 708
280 213 708
147 301 452
301 147 452
350 376 618
376 350 618
0 269 235
269 0 235
117 301 783
301 117 783
31 147 744
147 31 744
391 300 785
300 391 785
349 345 845
345 349 845
101 20 175
20 101 175
358 138 161
138 358 161
293 351 941
351 293 941
353 351 594
351 353 594
306 201 470
201 306 470
424 53 739
53 424 739
12 22 892
22 12 892
295 53 39
53 295 39
39 296 192
296 39 192
176 497 537
497 176 537
373 451 409
451 373 409
48 309 548
309 48 548
209 454 399
454 209 399
2 308 750
308 2 750
449 114 803
114 449 803
419 390 709
390 419 709
11 402 231
402 11 231
403 197 637
197 403 637
295 236 785
236 295 785
487 264 783
264 487 783
376 138 586
138 376 586
286 38 395
38 286 395
334 100 702
100 334 702
233 454 510
454 233 510
336 403 976
403 336 976
491 323 366
323 491 366
52 186 269
186 52 269
284 441 466
441 284 466
273 88 55
88 273 55
410 427 171
427 410 171
193 304 309
304 193 309
131 90 700
90 131 700
379 424 800
424 379 800
81 9 254
9 81 254
91 197 10
197 91 10
67 189 185
189 67 185
285 241 871
241 285 871
54 377 312
377 54 312
373 2 901
2 373 901
428 413 180
413 428 180
99 458 984
458 99 984
261 90 74
90 261 74
461 469 998
469 461 998
113 50 860
50 113 860
219 493 57
493 219 57
229 412 98
412 229 98
414 197 692
197 414 692
137 104 69
104 137 69
302 477 924
477 302 924
55 257 337
257 55 337
235 356 795
356 235 795
220 469 237
469 220 237
294 282 706
282 294 706
145 395 608
395 145 608
5 115 453
115 5 453
414 196 217
196 414 217
13 463 267
463 13 267
57 100 871
100 57 871
478 402 848
402 478 848
402 457 957
457 402 957
239 193 313
193 239 313
387 413 635
413 387 635
476 59 917
59 476 917
183 204 665
204 183 665
143 61 132
61 143 132
449 476 328
476 449 328
166 341 791
341 166 791
285 398 392
398 285 392
156 228 146
228 156 146
356 131 604
131 356 604
313 222 649
222 313 649
479 461 562
461 479 562
466 438 121
438 466 121
383 473 678
473 383 678
48 468 739
468 48 739
180 417 67
417 180 67
361 436 760
436 361 760
152 221 510
221 152 510
396 230 739
230 396 739
43 438 722
438 43 722
499 104 444
104 499 444
148 435 406
435 148 406
62 401 196
401 62 196
35 136 169
136 35 169
213 185 637
185 213 637
305 217 407
217 305 407
224 430 343
430 224 343
485 83 416
83 485 416
347 331 146
331 347 146
86 226 85
226 86 85
308 77 541
77 308 541
105 225 476
225 105 476
363 139 877
139 363 877
59 175 13
175 59 13
228 388 550
388 228 550
217 45 620
45 217 620
124 270 550
270 124 550
467 255 485
255 467 485
384 454 817
454 384 817
382 41 395
41 382 395
319 201 473
201 319 473
360 158 50
158 360 50
188 21 690
21 188 690
65 432 865
432 65 865
431 12 605
12 431 605
481 230 651
230 481 651
453 206 421
206 453 421
4 174 28
174 4 28
489 410 982
410 489 982
158 144 375
144 158 375
406 464 929
464 406 929
379 176 439
176 379 439
429 365 313
365 429 313
471 282 745
282 471 745
336 213 258
213 336 258
442 47 840
47 442 840
445 0 546
0 445 546
218 356 72
356 218 72
98 198 834
198 98 834
80 356 979
356 80 979
308 262 295
262 308 295
89 493 323
493 89 323
28 275 188
275 28 188
341 246 823
246 341 823
439 83 536
83 439 536
49 377 935
377 49 935
389 174 936
174 389 936
287 392 144
392 287 144
360 490 342
490 360 342
194 422 51
422 194 51
25 82 665
82 25 665
172 171 659
171 172 659
496 52 434
52 496 434
36 245 32
245 36 32
359 184 967
184 359 967
248 85 196
85 248 196
183 326 370
326 183 370
471 114 614
114 471 614
116 326 956
326 116 956
458 372 731
372 458 731
361 398 313
398 361 313
27 70 337
70 27 337
186 418 241
418 186 241
472 455 986
455 472 986
4 166 23
166 4 23
472 414 608
414 472 608
20 450 287
450 20 287
391 273 901
273 391 901
52 99 545
99 52 545
413 349 210
349 413 210
440 420 899
420 440 899
126 190 140
190 126 140
450 145 479
145 450 479
307 164 854
164 307 854
131 430 814
430 131 814
151 380 101
380 151 101
394 6 2
6 394 2
